id,input_index,text,kind,cluster,pc1,pc2,log_chars,log_lines,log_mean_line,log_max_line,periods_100,commas_100,question_100,exclaim_100,newline_100,no_stop_line_ratio,no_jp_punct_line_ratio,terminal_period_ratio,quote_100,parenthesis_100,ellipsis_100,repeat_symbol_100,comma_ascii_100,space_100,hiragana_ratio,kanji_ratio,katakana_ratio,half_kana_ratio,latin_ratio,digit_ratio,polite_100,first_person_100,second_person_100,connective_100,quotative_100,hedge_100,nda_ga_100,karana_100,be_100
input-15,14,全然動かない。,input,3,1.524619861498747,-7.212980212680795,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-16,15,それは確実だ。,input,3,1.4137057193103248,-7.281776102621829,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-17,16,全員が速さとスピードを比較した。,input,3,2.863560386950861,-7.24807787266465,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.3125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-18,17,速度制限を確認した。,input,3,2.1980415506566513,-7.09477523936368,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-19,18,私は明日確認するかもしれない。,input,3,2.536689273410105,-6.9672521416054956,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0
input-20,19,私は確認しませんでした。,input,3,2.009503232681132,-7.310591918661426,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-21,20,田中は「私は全員に助言します」と言った。,input,3,4.744545744293853,-6.177831210795844,3.044522437723423,0.6931471805599453,3.044522437723423,3.044522437723423,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.45,0.4,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
input-22,21,私は助言したと田中が言った。,input,3,2.288827911573262,-7.238673758224644,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-23,22,私は100件の記録を確認した。,input,3,2.340546844559283,-7.3140250003785825,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,0.2,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-24,23,私はAからBへ3個を渡した。,input,3,2.377932595215215,-7.2321874649965405,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.21428571428571427,0.0,0.0,0.14285714285714288,0.07142857142857144,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-25,24,確認してくれてありがとうございます。,input,3,2.981754442202356,-7.061572410377267,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-26,25,どうすればいいですか？,input,0,-2.615495028675733,-3.7702800953789826,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,0.0,0.0,9.090909090909092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-27,26,もし全員が来れば確認する。,input,3,2.477098113484957,-7.087336184488969,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-28,27,私立学校で雰囲気を調べた。,input,3,2.261360088908441,-7.242161425815306,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-29,28,田中がAを復旧した。,input,3,2.2561946542815874,-7.042231099542045,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-30,29,Bは停止中だ。,input,3,1.803050816872254,-7.071042378282485,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.42857142857142855,0.0,0.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-31,30,私は明日確認する。,input,3,1.5989559263496116,-7.331464470055971,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-32,31,田中は佐藤を助けなかった。,input,3,2.477098113484957,-7.087336184488969,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-33,32,担当者が100件の記録を確認した。,input,3,2.935767406927757,-7.063165318142495,2.8903717578961645,0.6931471805599453,2.8903717578961645,2.8903717578961645,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.4705882352941177,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-34,33,今日は雨が降っている。,input,3,2.187022926138018,-7.136621923902302,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-35,34,会議が長くて疲れた。,input,3,2.0612929855201325,-7.141587583620861,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-36,35,念のため資料を何度も見直したので提出が遅れた。,input,3,3.480831911826177,-6.930827570172535,3.1780538303479458,0.6931471805599453,3.1780538303479458,3.1780538303479458,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
input-37,36,田中が確認したと佐藤が言った。,input,3,2.7788663306279546,-7.0144407440012015,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666666,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c7d8d48d955dc60eb1b1f19,0,俺は最強に強い。,generated,3,1.3762926348849303,-7.371590042724312,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.1972245773362196,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068b5d2023ea1d0e6dc14a0,0,俺は最強だからな。,generated,3,2.0317254264741473,-7.017597437449551,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0
4eb0e5a37acadbed160cea90,1,時既に時間切れだったんだが。,generated,3,3.577051980587711,-6.85209227284844,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0
d9234388e3e491bf2349cbc8,1,時既に時間切れだったからな。,generated,3,2.787564521662961,-6.8410976841426585,2.70805020110221,0.6931471805599453,2.70805020110221,2.70805020110221,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0
9cdd8b27875970fd09044090,1,時既に時間切れだった。,generated,3,2.257604652985196,-7.092842721212552,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0df1669300c694366a5e197,2,敵を瞬殺で倒した。,generated,3,1.9277100306595527,-7.145152851688721,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b37fb0f431270d49cc1fe42,2,敵を瞬殺したからな。,generated,3,2.192540992825261,-6.947582755613517,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
6970657c1aa5abba94f73edb,3,俺は動かないです。,generated,3,1.5172161498749246,-7.395513476471659,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.2222222222222222,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904087b6c682009ce696fdc3,3,俺は動かないからな。,generated,3,1.705388462644005,-7.220845987724602,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
a28e9f1e2d71f81ea8268408,3,俺は動かないんだが。,generated,3,2.4948759215687546,-7.2318405764303835,2.3978952727983707,0.6931471805599453,2.3978952727983707,2.3978952727983707,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
04479d50da9635528e3eadb7,4,存在感が桁外れな存在感だ。,generated,3,2.6332278458973954,-7.037748429414531,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c9b4c03ada1c799a5d763ac,4,存在感が桁外れな存在感なんだが。,generated,3,3.9114417988008268,-6.752212808285996,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0
bd08c302a3e84ba876c0bb16,4,存在感が桁外れな存在感だからな。,generated,3,3.5128610145384482,-6.57721073275617,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0
4146e1acb40acb3dccaa7bda,5,今日は寒いんだが。,generated,3,2.839818841385886,-6.967493403827015,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0
4658cf1c15ce08ebe796b5d6,5,今日は寒いからな。,generated,3,2.0503313824611364,-6.9564988151212335,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0
8b227ab3d843d610524e7a8e,6,今日は寒いんだが。,generated,3,2.839818841385886,-6.967493403827015,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0
c0aec3982d3b6fe609a40709,6,今日は寒いからな。,generated,3,2.0503313824611364,-6.9564988151212335,2.302585092994046,0.6931471805599453,2.302585092994046,2.302585092994046,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0
dc2a59036253e31e340b435f,7,田中が佐藤を助けたからな。,generated,3,2.6859860203219803,-6.845174233522899,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0
a85b95ccde49e8eafad4ab2e,7,田中が佐藤を助けたんだが。,generated,3,3.4754734792467303,-6.85616882222868,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0
24dae526f57096afb10db831,8,田中がAを復旧したからな。Bは停止中で、俺は明日確認する。,generated,3,4.991249226566388,-7.496513643028817,3.4011973816621555,0.6931471805599453,3.4011973816621555,3.4011973816621555,6.896551724137931,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.41379310344827586,0.0,0.0,0.06896551724137931,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0
b0fa7fdcfd7067cb5a38f21b,8,田中がAを復旧したんだが。Bは停止中で、俺は明日確認する。,generated,3,5.654134726624823,-7.560624922869634,3.4011973816621555,0.6931471805599453,3.4011973816621555,3.4011973816621555,6.896551724137931,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.41379310344827586,0.0,0.0,0.06896551724137931,0.0,0.0,3.4482758620689653,0.0,3.4482758620689653,0.0,0.0,3.4482758620689653,0.0,0.0
2492c5af63973a27830c1aee,8,田中がAを復旧した。Bは停止中で、俺は明日確認する。,generated,3,4.697502321837549,-7.805638356394881,3.295836866004329,0.6931471805599453,3.295836866004329,3.295836866004329,7.6923076923076925,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.4615384615384615,0.0,0.0,0.07692307692307693,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2e8c9dfce853e882911a0600,9,俺は処理の速さとスピードをアッピルしたんだが。,generated,3,4.136745241553172,-7.23064390455251,3.1780538303479458,0.6931471805599453,3.1780538303479458,3.1780538303479458,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.17391304347826086,0.30434782608695654,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,4.3478260869565215,0.0,0.0,4.3478260869565215,0.0,0.0
33e9c0376b866baac9fb4bf1,9,俺は処理の速さとスピードをアッピルしたからな。,generated,3,3.4049106852001128,-7.195460658369695,3.1780538303479458,0.6931471805599453,3.1780538303479458,3.1780538303479458,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.17391304347826086,0.30434782608695654,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0
cf6f48a5992dde59addb0590,9,俺は処理の速さとスピードをアッピルしました。,generated,3,3.2934712433849778,-7.379630504288045,3.1354942159291497,0.6931471805599453,3.1354942159291497,3.1354942159291497,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40909090909090906,0.18181818181818182,0.3181818181818182,0.0,0.0,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b75deb4cca8e208ba922162e,10,ぜいいんにアドバイスを助言したが、ふいんきは悪かったからな。,generated,3,4.849841506459258,-7.717386474218915,3.4339872044851463,0.6931471805599453,3.4339872044851463,3.4339872044851463,3.3333333333333335,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.1,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0
